District ID,District Name,School Year,ELL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
153,Watertown School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
155,West Hartford School District,2010-11,No,693,679,98,0.1,1.9,4.4,5.7,15.5,43.2,31.2,262.8,74.4,89.8
155,West Hartford School District,2010-11,Yes,23,20,87,0,13,35,35,20,5,5,204.1,10,30
156,West Haven School District,2010-11,No,448,437,97.5,0.9,1.6,11.2,13.3,24.5,43.9,7.1,234.1,51,75.5
156,West Haven School District,2010-11,Yes,35,33,94.3,0,5.7,24.2,45.5,27.3,3,0,203.5,3,30.3
154,Westbrook School District,2010-11,No,79,79,100,0,0,5.1,6.3,17.7,41.8,29.1,255.1,70.9,88.6
157,Weston School District,2010-11,No,178,175,98.3,0.6,1.1,0.6,2.3,7.4,53.7,36,274.7,89.7,97.1
157,Weston School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
158,Westport School District,2010-11,No,438,434,99.1,0,0.9,0.2,0.5,3.2,48.6,47.5,282.5,96.1,99.3
158,Westport School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
