District ID,District Name,School Year,FRL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
90,New Canaan School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
90,New Canaan School District,2010-11,Other,293,283,96.6,0,3.4,0,1.4,7.4,41,50.2,289,91.2,98.6
91,New Fairfield School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
91,New Fairfield School District,2010-11,Other,235,232,98.7,0,1.3,1.3,2.2,10.3,44.8,41.4,279,86.2,96.6
91,New Fairfield School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
93,New Haven School District,2010-11,Free,1132,979,86.5,0.9,12.6,13.2,21.6,29,27.9,8.4,232.1,36.3,65.3
93,New Haven School District,2010-11,Other,168,154,91.7,0.6,7.7,4.5,11,21.4,38.3,24.7,259.9,63,84.4
93,New Haven School District,2010-11,Reduced,141,129,91.5,0.7,7.8,10.1,9.3,31.8,35.7,13.2,243.7,48.8,80.6
95,New London School District,2010-11,Free,185,171,92.4,2.7,4.9,23.4,25.1,33.3,15.8,2.3,215.5,18.1,51.5
95,New London School District,2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
95,New London School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
96,New Milford School District,2010-11,Free,51,46,90.2,0,9.8,4.3,13,30.4,45.7,6.5,244.3,52.2,82.6
96,New Milford School District,2010-11,Other,323,309,95.7,0.3,4,2.9,5.2,16.8,41.4,33.7,269,75.1,91.9
96,New Milford School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
94,Newington School District,2010-11,Free,48,43,89.6,0,10.4,14,11.6,23.3,34.9,16.3,242.8,51.2,74.4
94,Newington School District,2010-11,Other,289,278,96.2,0.7,3.1,1.8,4.3,22.7,35.3,36,271.5,71.2,93.9
94,Newington School District,2010-11,Reduced,26,23,88.5,0,11.5,4.3,0,21.7,30.4,43.5,269.3,73.9,95.7
97,Newtown School District,2010-11,Free,26,25,96.2,0,3.8,0,0,20,24,56,289.3,80,100
97,Newtown School District,2010-11,Other,427,419,98.1,0,1.9,0.5,1.2,7.4,28.2,62.8,292.6,90.9,98.3
97,Newtown School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
99,North Branford School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
