Inst,dist,District Name,School,School Name,Grade,Total,% of Non-White,American Indian,Asian American,Black,White,Hispanic,Pacific Islander,Two or More races,,IndianM,IndianF,AsianM,AsianF,BlackM,BlackF,WhiteM,WhiteF,HispM,HispF,PaciM,PaciF,MultiM,MultiF,TotalM,TotalF,,Eligible for Free or Reduced Price Lunch,Special Education,English Language Learner
11,104,Norwich School District,52,Teachers' Memorial Middle School,7,143,107,*,14,27,36,48,*,16,,0,*,8,6,10,17,18,18,22,26,*,0,7,9,66,77,,104,28,17
11,104,Norwich School District,52,Teachers' Memorial Middle School,8,155,104,*,26,25,51,38,*,13,,*,0,17,9,15,10,18,33,21,17,0,*,*,9,76,79,,95,26,18
11,104,Norwich School District,90,Hickory Street School,2,*,*,0,0,0,*,0,0,*,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,*,0,,*,*,0
11,104,Norwich School District,90,Hickory Street School,3,*,*,0,0,*,*,0,0,0,,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,,*,*,0
11,104,Norwich School District,90,Hickory Street School,4,7,*,0,0,*,*,*,0,*,,0,0,0,0,*,0,*,0,*,*,0,0,*,0,6,*,,6,7,0
11,104,Norwich School District,90,Hickory Street School,5,*,*,0,0,0,0,0,0,*,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,,0,*,0
11,104,Norwich School District,90,Hickory Street School,6,*,*,0,0,0,*,*,0,0,,0,0,0,0,0,0,*,0,*,0,0,0,0,0,*,0,,*,*,*
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,7,*,*,0,0,0,*,*,0,0,,0,0,0,0,0,0,*,0,*,0,0,0,0,0,*,0,,*,*,*
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,8,*,*,0,0,*,*,*,0,*,,0,0,0,0,*,0,*,0,*,0,0,0,*,0,*,0,,*,*,*
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,9,*,0,0,0,0,*,0,0,0,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,0,,*,*,0
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,10,*,*,0,0,*,*,*,0,0,,0,0,0,0,0,*,*,0,*,0,0,0,0,0,*,*,,*,*,*
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,11,10,*,*,0,*,*,*,0,0,,*,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,,6,10,0
11,104,Norwich School District,91,Deborah-Tennant Zinewicz  School,12,11,7,0,0,*,*,*,0,0,,0,0,0,0,*,0,*,*,*,*,0,0,0,0,9,*,,10,11,*
11,104,Norwich School District,92,Virtual Learning Academy Program,9,*,*,0,0,0,0,*,0,0,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,,*,0,0
11,104,Norwich School District,92,Virtual Learning Academy Program,11,*,*,0,0,*,*,0,0,0,,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,,0,*,0
11,104,Norwich School District,92,Virtual Learning Academy Program,12,11,*,0,0,*,7,*,0,0,,0,0,0,0,*,*,6,*,0,*,0,0,0,0,8,*,,0,7,0
11,106,Old Saybrook School District,2,Kathleen E. Goodwin School,-3,54,18,0,*,0,36,13,0,*,,0,0,*,0,0,0,15,21,6,7,0,0,*,*,25,29,,19,19,0
11,106,Old Saybrook School District,2,Kathleen E. Goodwin School,0,83,12,0,*,*,71,8,0,*,,0,0,*,*,*,0,28,43,*,*,0,0,*,0,35,48,,17,11,0
11,106,Old Saybrook School District,2,Kathleen E. Goodwin School,1,84,10,0,*,*,74,*,0,*,,0,0,*,*,0,*,36,38,*,*,0,0,0,*,40,44,,14,6,*
11,106,Old Saybrook School District,2,Kathleen E. Goodwin School,2,89,8,0,*,*,81,*,0,*,,0,0,*,0,0,*,38,43,*,*,0,0,*,*,42,47,,19,15,*
11,106,Old Saybrook School District,2,Kathleen E. Goodwin School,3,102,14,0,*,*,88,*,0,0,,0,0,*,*,*,0,46,42,*,*,0,0,0,0,53,49,,17,22,7
11,106,Old Saybrook School District,52,Old Saybrook Middle School,4,104,16,0,*,*,88,11,0,*,,0,0,*,*,*,0,45,43,6,*,0,0,*,0,55,49,,26,23,*
11,106,Old Saybrook School District,52,Old Saybrook Middle School,5,126,18,0,6,*,108,7,*,*,,0,0,*,*,*,*,54,54,*,*,0,*,*,0,64,62,,22,20,*
11,106,Old Saybrook School District,52,Old Saybrook Middle School,6,100,15,0,*,*,85,*,*,*,,0,0,*,*,0,*,39,46,*,*,0,*,0,*,43,57,,17,16,*
11,106,Old Saybrook School District,52,Old Saybrook Middle School,7,121,17,0,*,*,104,*,0,*,,0,0,*,*,*,*,53,51,*,*,0,0,*,*,61,60,,14,19,*
11,106,Old Saybrook School District,52,Old Saybrook Middle School,8,102,12,0,*,*,90,*,0,*,,0,0,*,*,0,*,47,43,*,*,0,0,0,*,52,50,,17,13,*
11,106,Old Saybrook School District,61,Old Saybrook Senior High School,8,*,0,0,0,0,*,0,0,0,,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,,0,*,0
11,106,Old Saybrook School District,61,Old Saybrook Senior High School,9,131,26,0,10,*,105,10,0,*,,0,0,*,*,0,*,52,53,*,8,0,0,*,*,62,69,,22,15,*
11,106,Old Saybrook School District,61,Old Saybrook Senior High School,10,126,18,0,11,*,108,6,0,0,,0,0,6,*,0,*,46,62,*,*,0,0,0,0,56,70,,15,14,0
11,106,Old Saybrook School District,61,Old Saybrook Senior High School,11,136,15,0,7,*,121,6,0,0,,0,0,*,*,*,0,63,58,6,0,0,0,0,0,73,63,,23,14,*
11,106,Old Saybrook School District,61,Old Saybrook Senior High School,12,133,22,0,14,*,111,*,0,*,,0,0,6,8,*,*,59,52,0,*,0,0,*,0,67,66,,16,7,0
11,107,Orange School District,2,Mary L. Tracy School,-3,17,*,0,*,0,13,0,0,*,,0,0,*,0,0,0,9,*,0,0,0,0,0,*,10,7,,0,*,0
11,107,Orange School District,2,Mary L. Tracy School,-1,154,23,0,13,*,131,*,0,*,,0,0,*,8,0,*,72,59,*,*,0,0,*,*,80,74,,*,*,*
11,107,Orange School District,3,Race Brook School,1,52,7,0,*,0,45,*,0,*,,0,0,*,*,0,0,22,23,*,*,0,0,*,*,26,26,,0,*,*
11,107,Orange School District,3,Race Brook School,2,59,13,0,8,*,46,*,0,0,,0,0,7,*,*,*,21,25,0,*,0,0,0,0,29,30,,*,*,*
11,107,Orange School District,3,Race Brook School,3,70,11,0,6,0,59,*,0,*,,0,0,*,*,0,0,32,27,*,*,0,0,0,*,36,34,,*,8,0
11,107,Orange School District,3,Race Brook School,4,64,13,0,7,0,51,*,0,*,,0,0,*,6,0,0,26,25,*,*,0,0,0,*,30,34,,*,11,*
11,107,Orange School District,3,Race Brook School,5,73,18,0,12,*,55,*,0,*,,0,0,8,*,0,*,22,33,*,0,0,0,0,*,34,39,,*,16,*
11,107,Orange School District,3,Race Brook School,6,58,15,0,10,*,43,*,0,*,,0,0,8,*,*,0,18,25,*,*,0,0,0,*,28,30,,*,7,*
11,107,Orange School District,4,Turkey Hill School,1,48,6,0,*,0,42,*,0,0,,0,0,*,*,0,0,21,21,*,*,0,0,0,0,24,24,,*,*,*
11,107,Orange School District,4,Turkey Hill School,2,46,13,*,8,*,33,*,0,0,,*,0,*,*,*,0,21,12,*,*,0,0,0,0,28,18,,*,*,*
11,107,Orange School District,4,Turkey Hill School,3,50,16,*,9,*,34,*,0,0,,0,*,*,*,*,0,18,16,*,*,0,0,0,0,26,24,,*,*,*
11,107,Orange School District,4,Turkey Hill School,4,59,10,*,7,*,49,0,0,0,,*,0,*,*,*,*,21,28,0,0,0,0,0,0,28,31,,0,*,*
11,107,Orange School District,4,Turkey Hill School,5,49,8,0,*,*,41,*,0,0,,0,0,*,0,*,*,27,14,*,*,0,0,0,0,33,16,,*,*,0
11,107,Orange School District,4,Turkey Hill School,6,64,12,0,6,*,52,*,0,*,,0,0,*,*,*,*,24,28,0,*,0,0,*,0,28,36,,*,*,*
11,107,Orange School District,5,Peck Place School,1,59,15,0,8,*,44,*,0,0,,0,0,*,*,*,*,24,20,*,*,0,0,0,0,32,27,,*,*,*
11,107,Orange School District,5,Peck Place School,2,58,8,0,*,*,50,0,0,0,,0,0,*,*,0,*,24,26,0,0,0,0,0,0,26,32,,*,*,0
11,107,Orange School District,5,Peck Place School,3,73,11,0,*,*,62,*,0,*,,0,0,*,*,*,*,33,29,*,*,0,0,*,*,38,35,,*,6,0
11,107,Orange School District,5,Peck Place School,4,54,10,0,7,*,44,*,0,0,,0,0,*,*,*,*,14,30,*,0,0,0,0,0,19,35,,*,*,0
11,107,Orange School District,5,Peck Place School,5,68,11,0,7,0,57,*,0,0,,0,0,*,*,0,0,27,30,*,*,0,0,0,0,31,37,,6,7,0
11,107,Orange School District,5,Peck Place School,6,68,9,0,7,*,59,*,0,0,,0,0,*,*,0,*,28,31,0,*,0,0,0,0,31,37,,0,*,0
11,108,Oxford School District,1,Oxford Center School,3,169,17,0,*,*,152,8,0,*,,0,0,*,*,*,*,69,83,*,6,0,0,0,*,73,96,,15,12,*
11,108,Oxford School District,1,Oxford Center School,4,169,15,*,*,*,154,6,0,0,,*,*,*,*,0,*,74,80,*,*,0,0,0,0,83,86,,7,14,*
11,108,Oxford School District,1,Oxford Center School,5,169,18,*,*,*,151,8,0,*,,*,*,*,*,*,*,75,76,*,7,0,0,0,*,81,88,,12,16,0
11,108,Oxford School District,3,Quaker Farms School,-3,23,*,0,0,0,21,*,0,*,,0,0,0,0,0,0,14,7,0,*,0,0,*,0,15,8,,0,15,0
11,108,Oxford School District,3,Quaker Farms School,-2,123,9,0,*,0,114,*,*,*,,0,0,*,0,0,0,48,66,*,*,0,*,0,*,51,72,,7,*,0
11,108,Oxford School District,3,Quaker Farms School,-1,12,*,0,*,0,8,*,0,*,,0,0,0,*,0,0,7,*,*,0,0,0,*,0,10,*,,*,12,0
11,108,Oxford School District,3,Quaker Farms School,1,140,16,*,*,*,124,8,0,*,,*,*,*,*,*,0,63,61,*,*,0,0,*,*,73,67,,9,6,8
11,108,Oxford School District,3,Quaker Farms School,2,172,17,0,*,*,155,10,0,*,,0,0,*,*,*,0,78,77,*,*,0,0,*,0,87,85,,9,14,*
11,108,Oxford School District,51,Great Oak School,6,179,11,*,*,0,168,*,0,*,,*,*,*,*,0,0,86,82,*,*,0,0,0,*,91,88,,21,20,*
11,108,Oxford School District,51,Great Oak School,7,165,14,0,*,*,151,7,0,*,,0,0,*,0,0,*,74,77,*,6,0,0,0,*,76,89,,16,9,*
11,108,Oxford School District,51,Great Oak School,8,185,22,0,*,*,163,13,*,*,,0,0,*,*,0,*,92,71,7,6,0,*,*,0,102,83,,17,9,*
11,108,Oxford School District,60,Oxford High School,9,146,22,0,6,*,124,10,0,*,,0,0,*,*,0,*,56,68,6,*,0,0,*,*,67,79,,14,9,*
11,108,Oxford School District,60,Oxford High School,10,117,12,0,*,*,105,7,0,*,,0,0,*,*,0,*,51,54,*,*,0,0,0,*,55,62,,10,*,*
11,108,Oxford School District,60,Oxford High School,11,173,17,0,*,*,156,6,*,*,,0,0,*,*,*,*,80,76,*,*,*,0,*,0,88,85,,7,7,*
11,108,Oxford School District,60,Oxford High School,12,153,12,0,*,*,141,*,0,*,,0,0,*,0,*,*,67,74,*,*,0,0,*,*,74,79,,8,6,*
11,109,Plainfield School District,1,Moosup Elementary School,-2,87,14,*,*,*,73,*,0,0,,*,*,*,*,*,*,36,37,*,*,0,0,0,0,43,44,,33,*,*
11,109,Plainfield School District,1,Moosup Elementary School,1,92,10,0,*,*,82,*,0,0,,0,0,*,*,*,*,37,45,*,*,0,0,0,0,42,50,,44,*,0
11,109,Plainfield School District,1,Moosup Elementary School,2,81,7,0,*,*,74,*,0,0,,0,0,*,0,0,*,32,42,0,*,0,0,0,0,33,48,,41,*,*
11,109,Plainfield School District,1,Moosup Elementary School,3,97,15,*,*,*,82,9,0,0,,0,*,*,*,*,*,46,36,*,6,0,0,0,0,51,46,,46,9,0
11,109,Plainfield School District,3,Plainfield Memorial School,4,188,21,*,*,7,167,8,0,*,,*,0,*,*,*,*,79,88,*,*,0,0,0,*,89,99,,99,22,*
11,109,Plainfield School District,3,Plainfield Memorial School,5,198,32,*,6,10,166,11,0,*,,*,*,*,*,6,*,86,80,6,*,0,0,*,0,103,95,,92,15,*
11,109,Plainfield School District,4,Shepard Hill Elementary School,-3,48,*,0,*,*,43,*,*,0,,0,0,0,*,*,0,23,20,*,*,*,0,0,0,26,22,,15,22,0
11,109,Plainfield School District,4,Shepard Hill Elementary School,-2,90,23,*,*,9,67,10,*,0,,0,*,0,*,8,*,33,34,*,*,0,*,0,0,46,44,,41,9,*
11,109,Plainfield School District,4,Shepard Hill Elementary School,1,91,11,*,*,8,80,*,0,0,,0,*,*,0,*,*,40,40,0,*,0,0,0,0,46,45,,49,13,0
11,109,Plainfield School District,4,Shepard Hill Elementary School,2,85,14,0,*,*,71,8,*,0,,0,0,*,0,0,*,42,29,0,8,*,0,0,0,44,41,,40,9,*
11,109,Plainfield School District,4,Shepard Hill Elementary School,3,88,18,0,*,7,70,8,*,0,,0,0,*,*,*,*,37,33,*,*,0,*,0,0,46,42,,43,10,0
11,109,Plainfield School District,51,Plainfield Central Middle School,6,203,37,*,8,12,166,16,0,0,,0,*,*,*,6,6,90,76,10,6,0,0,0,0,109,94,,100,17,*
11,109,Plainfield School District,51,Plainfield Central Middle School,7,188,22,*,*,7,166,9,0,0,,*,*,*,*,*,*,75,91,*,6,0,0,0,0,85,103,,85,21,0
11,109,Plainfield School District,51,Plainfield Central Middle School,8,196,25,*,*,8,171,9,0,0,,*,*,*,*,*,*,86,85,*,*,0,0,0,0,98,98,,84,19,*
11,109,Plainfield School District,61,Plainfield High School,9,193,22,*,*,*,171,10,0,*,,0,*,*,*,*,0,95,76,*,*,0,0,0,*,106,87,,78,29,0
11,109,Plainfield School District,61,Plainfield High School,10,166,25,*,9,*,141,8,0,*,,0,*,8,*,*,*,67,74,*,*,0,0,*,0,83,83,,75,25,*
11,109,Plainfield School District,61,Plainfield High School,11,194,18,*,*,*,176,*,0,*,,*,*,*,*,*,*,85,91,0,*,0,0,0,*,93,101,,83,39,0
11,109,Plainfield School District,61,Plainfield High School,12,187,23,*,6,*,164,10,0,0,,*,*,*,*,*,*,74,90,*,*,0,0,0,0,88,99,,52,34,*
11,109,Plainfield School District,80,Early Childhood Center,-3,18,*,0,*,0,16,0,0,0,,0,0,*,0,0,0,9,7,0,0,0,0,0,0,11,7,,10,0,0
11,110,Plainville School District,2,Linden Street School,0,62,22,0,*,*,40,15,0,*,,0,0,0,*,*,*,20,20,11,*,0,0,0,*,33,29,,21,12,10
11,110,Plainville School District,2,Linden Street School,1,62,19,0,*,*,43,11,0,*,,0,0,*,*,0,*,28,15,8,*,0,0,0,*,37,25,,28,11,14
11,110,Plainville School District,2,Linden Street School,2,78,16,0,*,0,62,11,0,*,,0,0,*,*,0,0,33,29,*,6,0,0,*,0,41,37,,20,10,7
11,110,Plainville School District,2,Linden Street School,3,68,24,0,0,*,44,16,0,*,,0,0,0,0,*,0,23,21,*,11,0,0,*,*,32,36,,35,*,9
11,110,Plainville School District,2,Linden Street School,4,70,15,0,0,*,55,9,0,*,,0,0,0,0,*,0,31,24,*,7,0,0,*,*,38,32,,22,8,*
11,110,Plainville School District,2,Linden Street School,5,70,17,0,*,*,53,12,0,*,,0,0,0,*,0,*,29,24,7,*,0,0,0,*,36,34,,24,7,*
11,110,Plainville School District,4,Frank T. Wheeler School,0,40,17,0,*,*,23,10,0,*,,0,0,0,*,*,0,10,13,*,7,0,0,*,0,18,22,,13,*,7
11,110,Plainville School District,4,Frank T. Wheeler School,1,47,10,*,*,*,37,*,0,*,,0,*,*,*,0,*,17,20,*,*,0,0,*,0,21,26,,9,*,13
11,110,Plainville School District,4,Frank T. Wheeler School,2,38,16,0,0,*,22,10,0,*,,0,0,0,0,*,*,14,8,*,*,0,0,*,0,23,15,,14,*,*
11,110,Plainville School District,4,Frank T. Wheeler School,3,46,11,0,*,*,35,*,0,*,,0,0,*,*,*,*,21,14,*,*,0,0,*,0,27,19,,13,*,*
11,110,Plainville School District,4,Frank T. Wheeler School,4,53,21,0,*,6,32,14,0,0,,0,0,*,0,*,*,22,10,7,7,0,0,0,0,33,20,,15,9,*
11,110,Plainville School District,4,Frank T. Wheeler School,5,43,10,0,*,*,33,*,0,*,,0,0,0,*,*,*,14,19,*,*,0,0,*,0,19,24,,10,6,*
11,110,Plainville School District,5,Louis Toffolon School,0,54,13,0,*,*,41,6,0,*,,0,0,*,*,*,*,20,21,0,6,0,0,0,*,22,32,,11,*,*
11,110,Plainville School District,5,Louis Toffolon School,1,60,17,*,*,*,43,9,0,*,,0,*,0,*,*,*,23,20,*,*,0,0,*,*,29,31,,13,7,*
11,110,Plainville School District,5,Louis Toffolon School,2,48,9,0,*,*,39,*,0,*,,0,0,*,*,*,0,19,20,*,*,0,0,0,*,25,23,,14,*,*
11,110,Plainville School District,5,Louis Toffolon School,3,68,13,0,*,*,55,6,0,*,,0,0,*,0,*,*,27,28,*,*,0,0,*,*,36,32,,9,7,*
11,110,Plainville School District,5,Louis Toffolon School,4,59,13,0,*,*,46,*,0,*,,0,0,*,0,*,*,23,23,*,*,0,0,*,*,29,30,,15,12,0
11,110,Plainville School District,5,Louis Toffolon School,5,64,12,0,*,*,52,7,0,*,,0,0,*,0,*,0,28,24,*,*,0,0,*,*,34,30,,15,9,*
11,110,Plainville School District,52,Middle School of Plainville,6,192,48,0,*,12,144,27,0,6,,0,0,*,*,8,*,73,71,12,15,0,0,*,*,96,96,,59,29,*
11,110,Plainville School District,52,Middle School of Plainville,7,156,34,0,*,6,122,20,0,*,,0,0,*,*,*,*,70,52,8,12,0,0,*,0,87,69,,51,22,*
11,110,Plainville School District,52,Middle School of Plainville,8,190,44,0,*,10,146,23,0,7,,0,0,*,*,*,6,76,70,14,9,0,0,*,*,100,90,,50,24,*
11,110,Plainville School District,61,Plainville High School,9,212,60,0,*,16,152,31,0,8,,0,0,*,*,10,6,75,77,14,17,0,0,*,*,104,108,,50,23,*
11,110,Plainville School District,61,Plainville High School,10,171,37,0,6,6,134,20,0,*,,0,0,*,*,*,*,75,59,14,6,0,0,*,*,97,74,,38,17,0
11,110,Plainville School District,61,Plainville High School,11,170,34,*,*,11,136,16,0,*,,*,0,*,*,*,7,66,70,*,11,0,0,*,*,80,90,,42,16,0
11,110,Plainville School District,61,Plainville High School,12,187,27,*,*,9,160,12,0,*,,0,*,*,0,*,*,74,86,*,7,0,0,*,*,86,101,,31,24,*
11,110,Plainville School District,80,Prekindergarten Program,-3,47,11,0,*,*,36,*,0,*,,0,0,*,0,*,0,20,16,*,*,0,0,*,*,28,19,,*,32,*
11,111,Plymouth School District,2,Plymouth Center School,-3,29,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,13,16,0,0,0,0,0,0,13,16,,*,*,0
11,111,Plymouth School District,2,Plymouth Center School,0,43,*,0,0,0,41,*,0,0,,0,0,0,0,0,0,25,16,*,*,0,0,0,0,26,17,,9,*,0
11,111,Plymouth School District,2,Plymouth Center School,1,54,6,0,*,*,48,*,0,0,,0,0,0,*,*,0,27,21,*,*,0,0,0,0,29,25,,6,6,*
11,111,Plymouth School District,2,Plymouth Center School,2,49,*,0,*,0,45,*,0,0,,0,0,*,0,0,0,23,22,*,*,0,0,0,0,25,24,,8,7,0
11,111,Plymouth School District,2,Plymouth Center School,3,65,6,0,0,*,59,*,0,0,,0,0,0,0,*,0,26,33,*,*,0,0,0,0,29,36,,25,8,0
11,111,Plymouth School District,2,Plymouth Center School,4,57,*,0,0,*,55,*,0,0,,0,0,0,0,0,*,35,20,*,0,0,0,0,0,36,21,,10,9,0
11,111,Plymouth School District,2,Plymouth Center School,5,63,*,0,*,0,60,*,0,0,,0,0,*,0,0,0,33,27,*,*,0,0,0,0,35,28,,18,14,*
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,-3,29,*,0,0,0,28,*,0,0,,0,0,0,0,0,0,18,10,*,0,0,0,0,0,19,10,,*,10,0
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,0,49,*,0,*,*,44,*,0,0,,0,0,0,*,0,*,22,22,*,*,0,0,0,0,23,26,,16,7,0
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,1,63,*,*,*,0,58,*,0,0,,*,0,*,*,0,0,36,22,*,*,0,0,0,0,39,24,,23,*,0
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,2,45,6,0,*,*,39,*,0,0,,0,0,*,0,*,*,16,23,0,*,0,0,0,0,19,26,,11,8,*
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,3,43,*,0,*,0,41,*,0,0,,0,0,0,*,0,0,16,25,0,*,0,0,0,0,16,27,,14,*,0
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,4,57,*,*,0,*,52,*,*,0,,0,*,0,0,0,*,24,28,*,*,0,*,0,0,25,32,,19,6,0
11,111,Plymouth School District,4,Harry S. Fisher Elementary School,5,48,*,0,*,*,45,*,0,0,,0,0,0,*,0,*,22,23,*,0,0,0,0,0,23,25,,20,7,0
11,111,Plymouth School District,51,Eli Terry Jr. Middle School,6,125,8,*,*,*,117,*,0,0,,0,*,*,0,*,*,62,55,*,*,0,0,0,0,66,59,,38,19,*
11,111,Plymouth School District,51,Eli Terry Jr. Middle School,7,145,11,0,*,*,134,7,0,*,,0,0,0,*,0,*,65,69,*,*,0,0,*,0,70,75,,36,29,0
11,111,Plymouth School District,51,Eli Terry Jr. Middle School,8,152,12,*,*,6,140,*,0,0,,*,0,*,0,*,*,87,53,*,*,0,0,0,0,92,60,,43,16,*
11,111,Plymouth School District,61,Terryville High School,9,121,12,*,*,0,109,9,0,*,,0,*,*,0,0,0,57,52,8,*,0,0,0,*,66,55,,42,22,*
11,111,Plymouth School District,61,Terryville High School,10,110,*,0,*,0,106,*,0,*,,0,0,0,*,0,0,54,52,*,*,0,0,*,0,56,54,,25,15,*
11,111,Plymouth School District,61,Terryville High School,11,142,18,0,*,8,124,6,0,*,,0,0,*,*,*,6,77,47,0,6,0,0,0,*,80,62,,32,15,0
11,111,Plymouth School District,61,Terryville High School,12,117,9,*,*,*,108,*,0,0,,*,0,0,*,*,*,58,50,0,*,0,0,0,0,62,55,,25,18,0
11,112,Pomfret School District,1,Pomfret Community School,-3,22,*,0,*,0,21,0,0,0,,0,0,*,0,0,0,11,10,0,0,0,0,0,0,12,10,,*,7,0
11,112,Pomfret School District,1,Pomfret Community School,-2,28,*,0,*,0,26,*,0,0,,0,0,0,*,0,0,11,15,0,*,0,0,0,0,11,17,,*,*,0
11,112,Pomfret School District,1,Pomfret Community School,0,*,0,0,0,0,*,0,0,0,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,0,,0,0,0
11,112,Pomfret School District,1,Pomfret Community School,1,35,0,0,0,0,35,0,0,0,,0,0,0,0,0,0,21,14,0,0,0,0,0,0,21,14,,6,*,0
11,112,Pomfret School District,1,Pomfret Community School,2,49,7,0,*,0,42,*,0,0,,0,0,*,*,0,0,21,21,*,*,0,0,0,0,26,23,,10,*,0
11,112,Pomfret School District,1,Pomfret Community School,3,49,*,0,*,*,45,*,0,0,,0,0,0,*,0,*,22,23,*,*,0,0,0,0,23,26,,6,6,0
11,112,Pomfret School District,1,Pomfret Community School,4,61,6,0,*,*,55,*,0,0,,0,0,*,0,*,0,25,30,*,*,0,0,0,0,30,31,,13,7,*
11,112,Pomfret School District,1,Pomfret Community School,5,54,*,0,*,*,49,*,0,0,,0,0,*,*,0,*,28,21,*,0,0,0,0,0,31,23,,9,7,*
11,112,Pomfret School District,1,Pomfret Community School,6,58,*,0,*,*,56,0,0,0,,0,0,*,0,0,*,23,33,0,0,0,0,0,0,24,34,,*,*,0
11,112,Pomfret School District,1,Pomfret Community School,7,51,*,*,*,*,46,*,0,0,,*,0,*,*,0,*,22,24,*,0,0,0,0,0,25,26,,9,*,0
11,112,Pomfret School District,1,Pomfret Community School,8,64,*,0,*,0,61,*,0,0,,0,0,0,*,0,0,33,28,0,*,0,0,0,0,33,31,,8,10,0
11,113,Portland School District,2,Valley View School,-3,19,*,0,0,0,14,*,0,0,,0,0,0,0,0,0,10,*,*,*,0,0,0,0,12,7,,*,11,*
11,113,Portland School District,2,Valley View School,-2,104,16,0,0,*,88,11,0,*,,0,0,0,0,*,*,40,48,*,6,0,0,*,*,47,57,,13,*,*
11,113,Portland School District,2,Valley View School,1,89,15,0,*,*,74,*,0,*,,0,0,*,0,*,*,41,33,*,*,0,0,*,*,48,41,,27,*,7
11,113,Portland School District,2,Valley View School,2,102,21,0,*,*,81,8,0,8,,0,0,*,*,*,0,35,46,*,*,0,0,*,6,44,58,,16,7,*
11,113,Portland School District,4,Gildersleeve School,3,102,10,0,0,0,92,6,0,*,,0,0,0,0,0,0,43,49,*,*,0,0,*,*,49,53,,20,7,0
11,113,Portland School District,4,Gildersleeve School,4,109,14,0,*,*,95,6,0,*,,0,0,0,*,*,*,54,41,*,*,0,0,*,*,59,50,,14,10,0
11,113,Portland School District,5,Brownstone Intermediate School,5,117,20,*,*,*,97,6,0,*,,*,0,*,*,*,*,49,48,0,6,0,0,*,*,57,60,,23,14,*
11,113,Portland School District,5,Brownstone Intermediate School,6,127,19,0,*,*,108,9,*,*,,0,0,0,*,*,*,54,54,*,*,0,*,*,*,61,66,,23,13,*
11,113,Portland School District,51,Portland Middle School,7,117,15,0,*,*,102,7,0,*,,0,0,*,*,*,*,44,58,*,*,0,0,*,*,51,66,,25,13,*
11,113,Portland School District,51,Portland Middle School,8,113,17,0,*,*,96,6,0,*,,0,0,*,*,*,0,46,50,*,*,0,0,*,*,59,54,,18,6,*
11,113,Portland School District,61,Portland High School,9,84,8,0,0,*,76,*,0,*,,0,0,0,0,*,*,34,42,*,*,0,0,*,0,39,45,,10,9,0
11,113,Portland School District,61,Portland High School,10,95,13,0,0,*,82,9,0,*,,0,0,0,0,*,*,40,42,*,6,0,0,0,*,44,51,,21,11,*
11,113,Portland School District,61,Portland High School,11,109,8,0,*,*,101,*,0,*,,0,0,*,0,*,0,56,45,0,*,0,0,*,*,60,49,,11,7,*
11,113,Portland School District,61,Portland High School,12,86,11,0,*,*,75,*,0,*,,0,0,*,0,*,0,38,37,0,*,0,0,*,*,45,41,,9,6,*
11,114,Preston School District,4,Preston Veterans' Memorial School,-3,15,*,0,*,0,10,*,0,0,,0,0,*,*,0,0,*,6,0,*,0,0,0,0,7,8,,*,0,*
11,114,Preston School District,4,Preston Veterans' Memorial School,0,46,*,*,*,0,43,0,0,*,,0,*,0,*,0,0,27,16,0,0,0,0,0,*,27,19,,*,*,0
11,114,Preston School District,4,Preston Veterans' Memorial School,1,36,7,*,*,0,29,*,0,*,,*,0,*,*,0,0,13,16,0,*,0,0,0,*,17,19,,*,6,*
11,114,Preston School District,4,Preston Veterans' Memorial School,2,33,*,0,0,0,28,*,0,*,,0,0,0,0,0,0,15,13,0,*,0,0,*,*,16,17,,*,0,0
11,114,Preston School District,4,Preston Veterans' Memorial School,3,33,*,0,*,0,30,*,0,0,,0,0,0,*,0,0,19,11,*,*,0,0,0,0,20,13,,*,*,*
11,114,Preston School District,4,Preston Veterans' Memorial School,4,50,6,0,*,*,44,*,0,*,,0,0,*,0,0,*,19,25,*,0,0,0,0,*,21,29,,10,9,*
11,114,Preston School District,4,Preston Veterans' Memorial School,5,55,10,*,0,0,45,*,0,*,,*,*,0,0,0,0,23,22,0,*,0,0,*,*,25,30,,13,11,0
11,114,Preston School District,51,Preston Plains School,6,41,*,*,0,0,38,0,0,*,,*,*,0,0,0,0,18,20,0,0,0,0,0,*,19,22,,10,*,0
