Inst,dist,District Name,School,School Name,Grade,Total,% of Non-White,American Indian,Asian American,Black,White,Hispanic,Pacific Islander,Two or More races,,IndianM,IndianF,AsianM,AsianF,BlackM,BlackF,WhiteM,WhiteF,HispM,HispF,PaciM,PaciF,MultiM,MultiF,TotalM,TotalF,,Eligible for Free or Reduced Price Lunch,Special Education,English Language Learner
11,62,Hamden School District,2,Church Street School,4,48,41,0,*,24,7,12,0,0,,0,0,*,*,7,17,*,*,7,*,0,0,0,0,17,31,,35,*,6
11,62,Hamden School District,2,Church Street School,5,49,36,0,*,17,13,17,0,*,,0,0,0,*,10,7,8,*,9,8,0,0,*,0,28,21,,44,*,8
11,62,Hamden School District,2,Church Street School,6,45,37,0,*,22,8,10,0,*,,0,0,*,*,11,11,*,6,7,*,0,0,0,*,22,23,,29,*,*
11,62,Hamden School District,3,Dunbar Hill School,0,45,28,0,*,14,17,11,0,*,,0,0,0,*,10,*,6,11,6,*,0,0,*,*,23,22,,22,*,*
11,62,Hamden School District,3,Dunbar Hill School,1,39,27,0,6,12,12,6,0,*,,0,0,*,*,*,8,7,*,*,*,0,0,*,*,18,21,,17,6,*
11,62,Hamden School District,3,Dunbar Hill School,2,56,29,0,*,15,27,9,0,*,,0,0,*,*,7,8,13,14,*,6,0,0,*,0,27,29,,24,12,*
11,62,Hamden School District,3,Dunbar Hill School,3,37,25,0,*,15,12,*,0,*,,0,0,*,0,10,*,6,6,*,*,0,0,*,*,22,15,,23,*,*
11,62,Hamden School District,3,Dunbar Hill School,4,39,26,0,*,15,13,*,0,*,,0,0,*,*,7,8,7,6,*,*,0,0,*,*,21,18,,17,6,*
11,62,Hamden School District,3,Dunbar Hill School,5,46,36,0,6,23,10,6,0,*,,0,0,*,*,10,13,6,*,*,*,0,0,0,*,20,26,,18,11,*
11,62,Hamden School District,3,Dunbar Hill School,6,46,33,0,*,20,13,6,0,*,,0,0,*,*,15,*,8,*,*,*,0,0,0,*,29,17,,21,7,*
11,62,Hamden School District,4,Helen Street School,-3,28,26,0,*,11,*,12,0,*,,0,0,0,*,8,*,*,*,7,*,0,0,*,*,17,11,,22,*,0
11,62,Hamden School District,4,Helen Street School,0,33,27,0,0,13,6,13,0,*,,0,0,0,0,6,7,*,*,6,7,0,0,*,0,16,17,,24,*,6
11,62,Hamden School District,4,Helen Street School,1,44,34,0,*,22,10,10,0,*,,0,0,*,0,13,9,7,*,7,*,0,0,*,0,29,15,,30,*,*
11,62,Hamden School District,4,Helen Street School,2,54,44,0,0,23,10,17,0,*,,0,0,0,0,12,11,7,*,10,7,0,0,*,*,32,22,,29,*,*
11,62,Hamden School District,4,Helen Street School,3,35,22,*,*,6,13,12,0,*,,*,0,*,*,*,*,6,7,*,8,0,0,*,0,17,18,,22,*,*
11,62,Hamden School District,4,Helen Street School,4,34,30,0,*,16,*,9,0,*,,0,0,*,*,10,6,*,*,7,*,0,0,*,0,24,10,,28,*,*
11,62,Hamden School District,4,Helen Street School,5,33,26,0,*,16,7,9,0,0,,0,0,0,*,12,*,*,*,*,*,0,0,0,0,21,12,,21,6,*
11,62,Hamden School District,4,Helen Street School,6,27,22,0,0,9,*,12,0,*,,0,0,0,0,*,*,*,*,7,*,0,0,*,0,15,12,,18,7,*
11,62,Hamden School District,10,Spring Glen School,0,75,22,0,*,13,53,*,0,7,,0,0,0,*,*,8,24,29,*,0,0,0,*,*,33,42,,12,*,*
11,62,Hamden School District,10,Spring Glen School,1,63,18,0,*,9,45,*,0,*,,0,0,*,0,*,6,26,19,*,0,0,0,*,*,37,26,,12,*,*
11,62,Hamden School District,10,Spring Glen School,2,60,24,0,*,9,36,6,0,6,,0,0,*,*,*,*,20,16,*,*,0,0,*,*,33,27,,9,*,*
11,62,Hamden School District,10,Spring Glen School,3,61,16,0,*,10,45,*,0,*,,0,0,0,*,7,*,22,23,*,*,0,0,*,0,32,29,,10,*,0
11,62,Hamden School District,10,Spring Glen School,4,65,26,0,0,16,39,*,0,*,,0,0,0,0,9,7,17,22,*,*,0,0,*,*,32,33,,17,*,*
11,62,Hamden School District,10,Spring Glen School,5,60,20,0,0,9,40,*,0,6,,0,0,0,0,*,*,18,22,*,*,0,0,*,*,31,29,,12,*,0
11,62,Hamden School District,10,Spring Glen School,6,45,16,0,*,10,29,*,0,*,,0,0,*,*,*,6,16,13,*,*,0,0,*,0,24,21,,16,8,0
11,62,Hamden School District,11,Ridge Hill School,0,52,37,0,*,14,15,15,0,*,,0,0,*,*,9,*,10,*,6,9,0,0,*,*,29,23,,27,*,*
11,62,Hamden School District,11,Ridge Hill School,1,47,39,0,*,15,8,18,0,*,,0,0,*,*,10,*,6,*,10,8,0,0,0,*,29,18,,32,*,*
11,62,Hamden School District,11,Ridge Hill School,2,46,29,0,*,16,17,9,0,0,,0,0,*,*,11,*,8,9,*,*,0,0,0,0,26,20,,27,*,*
11,62,Hamden School District,11,Ridge Hill School,3,43,34,0,*,12,9,17,0,0,,0,0,*,0,6,6,*,*,11,6,0,0,0,0,27,16,,23,*,7
11,62,Hamden School District,11,Ridge Hill School,4,41,32,0,*,16,9,14,0,0,,0,0,*,0,9,7,6,*,9,*,0,0,0,0,26,15,,28,7,*
11,62,Hamden School District,11,Ridge Hill School,5,49,41,*,*,20,8,16,0,*,,0,*,*,*,8,12,6,*,7,9,0,0,*,0,24,25,,38,8,*
11,62,Hamden School District,11,Ridge Hill School,6,56,45,0,*,27,11,11,0,*,,0,0,*,*,10,17,*,7,*,7,0,0,*,*,22,34,,32,10,*
11,62,Hamden School District,12,Bear Path School,0,60,22,0,*,*,38,11,0,*,,0,0,*,0,*,*,24,14,9,*,0,0,*,*,40,20,,11,8,*
11,62,Hamden School District,12,Bear Path School,1,69,20,0,7,*,49,6,0,*,,0,0,*,*,*,*,27,22,*,*,0,0,*,*,38,31,,12,6,*
11,62,Hamden School District,12,Bear Path School,2,77,25,0,6,*,52,11,0,*,,0,0,*,*,0,*,25,27,10,*,0,0,*,*,39,38,,9,6,*
11,62,Hamden School District,12,Bear Path School,3,73,33,0,8,11,40,9,0,*,,0,0,*,*,*,7,17,23,*,*,0,0,*,*,30,43,,13,8,*
11,62,Hamden School District,12,Bear Path School,4,57,19,0,9,*,38,*,0,*,,0,0,*,*,*,*,12,26,*,*,0,0,*,0,23,34,,11,*,*
11,62,Hamden School District,12,Bear Path School,5,65,27,0,*,9,38,11,0,*,,0,0,*,*,*,*,22,16,7,*,0,0,*,*,37,28,,14,6,*
11,62,Hamden School District,12,Bear Path School,6,62,16,0,6,7,46,*,0,*,,0,0,*,*,*,*,18,28,0,*,0,0,*,*,26,36,,6,*,0
11,62,Hamden School District,14,West Woods School,0,60,24,0,15,6,36,*,0,*,,0,0,9,6,*,*,18,18,*,*,0,0,*,0,33,27,,*,*,*
11,62,Hamden School District,14,West Woods School,1,59,17,0,8,8,42,*,0,0,,0,0,*,*,*,6,19,23,0,*,0,0,0,0,24,35,,*,*,*
11,62,Hamden School District,14,West Woods School,2,60,25,0,16,7,35,*,0,0,,0,0,7,9,*,*,16,19,0,*,0,0,0,0,26,34,,6,6,*
11,62,Hamden School District,14,West Woods School,3,72,22,0,14,*,50,6,0,0,,0,0,8,6,*,*,27,23,*,*,0,0,0,0,39,33,,*,*,*
11,62,Hamden School District,14,West Woods School,4,73,28,0,10,9,45,7,0,*,,0,0,*,*,*,6,19,26,*,*,0,0,*,*,32,41,,10,14,*
11,62,Hamden School District,14,West Woods School,5,65,28,*,7,11,37,7,0,*,,*,0,*,*,*,8,20,17,6,*,0,0,*,*,35,30,,15,9,0
11,62,Hamden School District,14,West Woods School,6,72,22,0,*,9,50,7,0,*,,0,0,*,*,6,*,23,27,6,*,0,0,*,0,39,33,,8,*,*
11,62,Hamden School District,52,Hamden Middle School,7,454,248,0,28,136,206,66,0,18,,0,0,12,16,76,60,111,95,41,25,0,0,7,11,247,207,,187,65,13
11,62,Hamden School District,52,Hamden Middle School,8,445,261,0,32,146,184,71,0,12,,0,0,19,13,84,62,91,93,34,37,0,0,*,8,232,213,,188,54,*
11,62,Hamden School District,61,Hamden High School,9,458,299,0,24,173,159,86,*,15,,0,0,11,13,91,82,81,78,38,48,0,*,8,7,229,229,,191,56,12
11,62,Hamden School District,61,Hamden High School,10,463,268,0,24,163,195,76,0,*,,0,0,15,9,89,74,101,94,36,40,0,0,*,*,245,218,,177,56,10
11,62,Hamden School District,61,Hamden High School,11,465,261,*,24,162,204,65,0,9,,0,*,10,14,90,72,106,98,41,24,0,0,*,*,251,214,,162,55,9
11,62,Hamden School District,61,Hamden High School,12,416,227,0,20,145,189,57,0,*,,0,0,10,10,70,75,97,92,26,31,0,0,*,*,206,210,,136,43,*
11,62,Hamden School District,80,Alice Peck Pre-K Program,-3,76,55,0,13,18,21,21,0,*,,0,0,6,7,14,*,12,9,13,8,0,0,*,*,47,29,,20,39,0
11,62,Hamden School District,80,Alice Peck Pre-K Program,0,6,*,0,0,*,*,*,0,*,,0,0,0,0,0,*,*,0,0,*,0,0,0,*,*,*,,*,6,0
11,63,Hampton School District,1,Hampton Elementary School,-3,19,*,0,0,0,18,*,0,0,,0,0,0,0,0,0,13,*,*,0,0,0,0,0,14,*,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,0,18,*,0,*,0,16,0,0,*,,0,0,0,*,0,0,*,11,0,0,0,0,*,0,6,12,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,1,10,*,0,0,0,8,*,0,0,,0,0,0,0,0,0,*,*,*,*,0,0,0,0,6,*,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,2,16,*,0,0,0,15,0,0,*,,0,0,0,0,0,0,13,*,0,0,0,0,*,0,14,*,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,3,13,0,0,0,0,13,0,0,0,,0,0,0,0,0,0,7,6,0,0,0,0,0,0,7,6,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,4,15,*,0,0,0,11,*,0,0,,0,0,0,0,0,0,6,*,*,0,0,0,0,0,10,*,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,5,16,*,0,0,0,14,*,0,0,,0,0,0,0,0,0,8,6,0,*,0,0,0,0,8,8,,*,*,0
11,63,Hampton School District,1,Hampton Elementary School,6,10,*,0,0,0,8,*,0,*,,0,0,0,0,0,0,7,*,*,0,0,0,*,0,9,*,,*,*,0
11,64,Hartford School District,1,Americas Choice at SAND,0,65,65,0,0,20,0,41,0,*,,0,0,0,0,15,*,0,0,30,11,0,0,*,*,47,18,,65,*,13
11,64,Hartford School District,1,Americas Choice at SAND,1,67,66,0,0,19,*,45,0,*,,0,0,0,0,12,7,0,*,21,24,0,0,*,0,35,32,,67,12,16
11,64,Hartford School District,1,Americas Choice at SAND,2,55,55,*,0,17,0,36,0,*,,0,*,0,0,13,*,0,0,22,14,0,0,*,0,36,19,,55,7,14
11,64,Hartford School District,1,Americas Choice at SAND,3,49,48,0,0,11,*,37,0,0,,0,0,0,0,8,*,*,0,16,21,0,0,0,0,25,24,,49,8,8
11,64,Hartford School District,1,Americas Choice at SAND,4,54,54,0,0,15,0,37,0,*,,0,0,0,0,9,6,0,0,17,20,0,0,*,0,28,26,,53,13,13
11,64,Hartford School District,1,Americas Choice at SAND,5,56,56,0,0,17,0,37,0,*,,0,0,0,0,8,9,0,0,15,22,0,0,0,*,23,33,,56,8,11
11,64,Hartford School District,1,Americas Choice at SAND,6,38,37,0,0,14,*,23,0,0,,0,0,0,0,*,9,0,*,9,14,0,0,0,0,14,24,,38,8,*
11,64,Hartford School District,1,Americas Choice at SAND,7,52,52,0,0,18,0,34,0,0,,0,0,0,0,10,8,0,0,15,19,0,0,0,0,25,27,,52,10,13
11,64,Hartford School District,1,Americas Choice at SAND,8,48,48,0,0,17,0,30,0,*,,0,0,0,0,10,7,0,0,14,16,0,0,0,*,24,24,,48,8,11
11,64,Hartford School District,4,Batchelder School,-3,29,28,0,0,*,*,23,0,0,,0,0,0,0,*,*,*,0,15,8,0,0,0,0,18,11,,29,12,0
11,64,Hartford School District,4,Batchelder School,0,60,58,0,*,9,*,46,0,*,,0,0,*,0,*,*,0,*,27,19,0,0,*,0,35,25,,60,7,24
11,64,Hartford School District,4,Batchelder School,1,60,59,*,*,6,*,48,0,*,,0,*,*,0,*,*,*,0,16,32,0,0,*,*,22,38,,60,*,10
11,64,Hartford School District,4,Batchelder School,2,41,41,0,0,6,0,33,0,*,,0,0,0,0,*,*,0,0,23,10,0,0,0,*,25,16,,41,6,*
11,64,Hartford School District,4,Batchelder School,3,47,44,0,0,*,*,39,0,0,,0,0,0,0,*,*,*,*,17,22,0,0,0,0,19,28,,47,*,7
11,64,Hartford School District,4,Batchelder School,4,55,55,0,0,13,0,42,0,0,,0,0,0,0,8,*,0,0,22,20,0,0,0,0,30,25,,55,9,6
11,64,Hartford School District,4,Batchelder School,5,68,67,*,*,10,*,52,0,0,,*,0,*,*,*,*,*,0,34,18,0,0,0,0,43,25,,68,13,10
11,64,Hartford School District,4,Batchelder School,6,40,40,0,0,10,0,30,0,0,,0,0,0,0,6,*,0,0,24,6,0,0,0,0,30,10,,40,13,9
11,64,Hartford School District,4,Batchelder School,7,45,45,0,0,10,0,34,0,*,,0,0,0,0,6,*,0,0,17,17,0,0,0,*,23,22,,45,8,*
11,64,Hartford School District,4,Batchelder School,8,67,60,0,*,13,7,45,0,*,,0,0,0,*,*,8,*,*,21,24,0,0,*,0,30,37,,67,11,12
11,64,Hartford School District,6,Burns Latino Studies Academy,-3,33,32,0,*,6,*,25,0,0,,0,0,0,*,*,*,*,0,14,11,0,0,0,0,18,15,,33,0,0
11,64,Hartford School District,6,Burns Latino Studies Academy,0,58,56,0,*,8,*,44,*,*,,0,0,*,*,*,6,*,*,25,19,*,0,*,0,31,27,,58,*,34
11,64,Hartford School District,6,Burns Latino Studies Academy,1,66,63,0,*,12,*,48,0,*,,0,0,*,0,8,*,*,*,30,18,0,0,0,*,40,26,,66,12,41
11,64,Hartford School District,6,Burns Latino Studies Academy,2,65,63,0,*,7,*,53,0,*,,0,0,0,*,*,*,0,*,36,17,0,0,*,0,42,23,,65,10,38
11,64,Hartford School District,6,Burns Latino Studies Academy,3,59,58,*,0,15,*,41,0,*,,0,*,0,0,8,7,*,0,22,19,0,0,*,0,32,27,,59,10,24
11,64,Hartford School District,6,Burns Latino Studies Academy,4,67,66,*,0,7,*,58,0,0,,*,0,0,0,*,*,*,0,31,27,0,0,0,0,35,32,,67,10,22
11,64,Hartford School District,6,Burns Latino Studies Academy,5,60,59,0,0,8,*,51,0,0,,0,0,0,0,*,*,0,*,27,24,0,0,0,0,30,30,,60,10,29
11,64,Hartford School District,6,Burns Latino Studies Academy,6,65,64,0,0,7,*,55,0,*,,0,0,0,0,*,*,0,*,27,28,0,0,0,*,32,33,,65,9,27
11,64,Hartford School District,6,Burns Latino Studies Academy,7,59,56,0,0,8,*,48,0,0,,0,0,0,0,*,*,*,*,21,27,0,0,0,0,28,31,,59,13,28
11,64,Hartford School District,6,Burns Latino Studies Academy,8,65,64,0,0,14,*,50,0,0,,0,0,0,0,6,8,*,0,16,34,0,0,0,0,23,42,,65,9,34
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,-3,35,32,*,0,*,*,29,0,0,,*,0,0,0,*,*,*,*,13,16,0,0,0,0,17,18,,35,*,0
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,0,88,85,0,*,17,*,66,0,0,,0,0,*,*,10,7,*,*,31,35,0,0,0,0,44,44,,88,6,47
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,1,73,68,0,*,14,*,51,0,*,,0,0,*,0,7,7,*,*,24,27,0,0,*,*,36,37,,73,8,42
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,2,65,63,*,0,11,*,47,*,*,,*,0,0,0,*,6,*,0,22,25,*,0,*,*,33,32,,65,*,18
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,3,65,60,*,*,16,*,39,0,*,,*,0,0,*,9,7,*,*,17,22,0,0,*,*,32,33,,65,9,15
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,4,51,46,0,0,15,*,30,0,*,,0,0,0,0,8,7,*,0,20,10,0,0,0,*,33,18,,51,*,9
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,5,64,59,0,*,18,*,39,0,*,,0,0,*,0,12,6,*,*,18,21,0,0,*,0,34,30,,64,11,15
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,6,59,56,0,0,7,*,48,0,*,,0,0,0,0,*,*,*,*,22,26,0,0,*,0,30,29,,59,11,19
11,64,Hartford School District,7,Asian Studies School at Dwight/Beli,7,50,44,0,0,9,6,34,0,*,,0,0,0,0,*,*,*,*,22,12,0,0,0,*,31,19,,50,12,12
11,64,Hartford School District,8,M. D. Fox Elementary School,0,75,67,0,8,11,8,46,0,*,,0,0,6,*,7,*,*,*,16,30,0,0,*,*,33,42,,75,7,29
11,64,Hartford School District,8,M. D. Fox Elementary School,1,75,71,*,*,13,*,49,0,*,,*,0,*,*,6,7,*,*,27,22,0,0,*,0,41,34,,75,12,35
11,64,Hartford School District,8,M. D. Fox Elementary School,2,71,67,0,*,12,*,51,0,0,,0,0,*,*,7,*,*,*,28,23,0,0,0,0,39,32,,71,8,31
11,64,Hartford School District,8,M. D. Fox Elementary School,3,71,69,*,*,17,*,47,0,*,,0,*,*,*,8,9,0,*,19,28,0,0,*,*,29,42,,71,12,21
11,64,Hartford School District,8,M. D. Fox Elementary School,4,70,66,0,*,12,*,49,0,*,,0,0,*,*,7,*,*,*,28,21,0,0,*,0,41,29,,70,13,17
11,64,Hartford School District,8,M. D. Fox Elementary School,5,66,62,0,7,12,*,42,0,*,,0,0,*,*,*,7,*,*,23,19,0,0,0,*,35,31,,66,11,19
11,64,Hartford School District,8,M. D. Fox Elementary School,6,48,46,0,*,*,*,38,0,*,,0,0,*,*,*,*,*,*,22,16,0,0,0,*,26,22,,48,10,16
11,64,Hartford School District,8,M. D. Fox Elementary School,7,28,26,0,*,*,*,18,0,*,,0,0,*,0,*,*,*,*,10,8,0,0,*,*,15,13,,28,*,9
11,64,Hartford School District,8,M. D. Fox Elementary School,8,29,28,0,*,*,*,21,0,*,,0,0,*,*,*,*,*,0,12,9,0,0,*,*,16,13,,29,7,14
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,-3,61,37,0,*,*,24,30,0,0,,0,0,*,*,*,*,11,13,17,13,0,0,0,0,33,28,,61,*,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,0,60,34,0,*,*,26,27,0,*,,0,0,*,0,*,*,16,10,14,13,0,0,0,*,32,28,,60,7,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,1,62,40,0,*,7,22,28,0,0,,0,0,*,*,*,*,11,11,16,12,0,0,0,0,35,27,,62,*,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,2,59,39,0,*,9,20,24,0,*,,0,0,*,*,7,*,11,9,14,10,0,0,*,0,37,22,,59,*,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,3,60,44,*,*,6,16,31,0,*,,*,0,*,*,*,*,9,7,19,12,0,0,*,*,35,25,,60,8,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,4,59,50,0,*,9,9,37,0,*,,0,0,*,*,7,*,6,*,19,18,0,0,*,0,34,25,,59,6,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,5,60,44,0,*,6,16,35,0,*,,0,0,*,*,*,*,14,*,19,16,0,0,*,0,40,20,,60,*,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,6,56,47,0,*,7,9,35,0,*,,0,0,*,*,*,*,6,*,21,14,0,0,*,*,33,23,,56,*,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,7,53,44,0,*,8,9,34,0,*,,0,0,0,*,6,*,8,*,17,17,0,0,0,*,31,22,,53,8,*
11,64,Hartford School District,9,Environmental Sciences Magnet Schoo,8,40,31,0,0,10,9,20,0,*,,0,0,0,0,*,6,6,*,8,12,0,0,0,*,18,22,,40,*,*
11,64,Hartford School District,10,Kennelly School,-3,18,18,0,0,6,0,12,0,0,,0,0,0,0,*,*,0,0,*,8,0,0,0,0,7,11,,18,*,0
11,64,Hartford School District,10,Kennelly School,0,84,77,0,0,14,7,60,*,*,,0,0,0,0,9,*,*,*,33,27,*,0,*,*,48,36,,84,14,35
11,64,Hartford School District,10,Kennelly School,1,86,82,*,0,13,*,62,0,*,,0,*,0,0,8,*,*,0,34,28,0,0,*,*,48,38,,86,*,32
11,64,Hartford School District,10,Kennelly School,2,77,64,0,0,8,13,56,0,0,,0,0,0,0,*,*,7,6,30,26,0,0,0,0,40,37,,77,8,26
11,64,Hartford School District,10,Kennelly School,3,70,69,*,*,15,*,48,0,*,,0,*,0,*,7,8,0,*,22,26,0,0,*,*,30,40,,70,*,21
11,64,Hartford School District,10,Kennelly School,4,74,68,0,*,15,6,52,0,0,,0,0,0,*,6,9,*,*,25,27,0,0,0,0,35,39,,74,6,11
11,64,Hartford School District,10,Kennelly School,5,62,57,0,0,11,*,46,0,0,,0,0,0,0,6,*,*,*,28,18,0,0,0,0,35,27,,62,12,17
11,64,Hartford School District,10,Kennelly School,6,66,60,0,*,11,6,45,0,0,,0,0,*,*,6,*,*,*,18,27,0,0,0,0,27,39,,66,12,16
11,64,Hartford School District,10,Kennelly School,7,64,62,*,0,12,*,46,0,*,,*,0,0,0,*,9,*,*,23,23,0,0,*,*,29,35,,64,11,14
11,64,Hartford School District,10,Kennelly School,8,102,100,*,0,14,*,80,0,*,,*,*,0,0,6,8,0,*,38,42,0,0,*,*,48,54,,102,17,19
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,-3,59,46,0,6,19,13,20,*,0,,0,0,*,*,6,13,7,6,8,12,*,0,0,0,25,34,,59,*,0
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,0,65,53,0,0,21,12,29,0,*,,0,0,0,0,9,12,*,9,21,8,0,0,*,*,35,30,,65,7,8
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,1,66,40,0,*,10,26,23,0,*,,0,0,*,*,6,*,10,16,12,11,0,0,*,*,31,35,,66,*,*
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,2,71,52,*,0,20,19,29,0,*,,*,0,0,0,9,11,6,13,12,17,0,0,*,*,29,42,,71,6,7
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,3,76,63,0,0,20,13,41,0,*,,0,0,0,0,6,14,*,9,16,25,0,0,*,*,27,49,,76,7,*
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,4,78,54,0,0,30,24,22,0,*,,0,0,0,0,16,14,6,18,*,17,0,0,*,*,28,50,,78,8,6
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,5,84,64,*,*,25,20,30,0,6,,0,*,0,*,11,14,*,16,13,17,0,0,*,*,31,53,,84,9,*
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,6,71,49,0,*,22,22,22,0,*,,0,0,0,*,7,15,*,17,*,17,0,0,*,*,19,52,,71,11,0
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,7,76,56,*,0,18,20,36,0,*,,*,0,0,0,7,11,6,14,17,19,0,0,0,*,31,45,,76,10,7
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,8,68,50,0,0,10,18,40,0,0,,0,0,0,0,*,*,*,14,18,22,0,0,0,0,27,41,,68,12,8
11,64,Hartford School District,11,Kinsella Magnet School of the Perfo,9,46,32,*,*,9,14,20,0,*,,0,*,0,*,*,7,*,13,9,11,0,0,*,0,13,33,,46,*,6
11,64,Hartford School District,12,McDonough Expeditionary Learning Sc,6,93,89,*,0,11,*,73,0,*,,*,0,0,0,6,*,0,*,32,41,0,0,*,*,41,52,,93,22,26
11,64,Hartford School District,12,McDonough Expeditionary Learning Sc,7,149,146,0,*,15,*,129,0,*,,0,0,0,*,8,7,*,0,71,58,0,0,0,*,82,67,,149,33,50
11,64,Hartford School District,12,McDonough Expeditionary Learning Sc,8,142,139,0,*,13,*,121,0,*,,0,0,*,*,7,6,*,*,68,53,0,0,*,0,79,63,,142,18,49
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,-3,29,24,0,0,*,*,22,0,0,,0,0,0,0,*,*,*,*,18,*,0,0,0,0,23,6,,29,8,0
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,0,91,59,0,0,10,32,37,0,12,,0,0,0,0,6,*,16,16,16,21,0,0,6,6,44,47,,91,7,25
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,1,87,82,*,0,9,*,37,0,35,,*,0,0,0,*,*,*,*,22,15,0,0,19,16,49,38,,87,10,19
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,2,74,53,0,0,9,21,43,0,*,,0,0,0,0,7,*,14,7,13,30,0,0,0,*,34,40,,74,7,14
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,3,80,63,0,0,10,17,53,0,0,,0,0,0,0,7,*,6,11,30,23,0,0,0,0,43,37,,80,11,10
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,4,75,61,0,*,7,14,49,0,*,,0,0,*,*,*,*,9,*,22,27,0,0,*,0,37,38,,75,10,15
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,5,80,65,0,*,9,15,53,0,*,,0,0,*,*,7,*,7,8,25,28,0,0,*,0,41,39,,80,9,14
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,6,64,50,*,0,8,14,41,0,0,,0,*,0,0,*,*,9,*,18,23,0,0,0,0,31,33,,64,8,14
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,7,58,46,0,*,*,12,41,0,0,,0,0,*,0,*,*,*,8,26,15,0,0,0,0,32,26,,58,6,14
11,64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership,8,83,67,0,0,7,16,60,0,0,,0,0,0,0,*,*,8,8,34,26,0,0,0,0,45,38,,83,16,23
11,64,Hartford School District,15,Parkville Community School,-3,51,51,*,*,9,0,40,0,0,,*,0,*,0,6,*,0,0,27,13,0,0,0,0,35,16,,51,26,0
11,64,Hartford School District,15,Parkville Community School,0,111,102,0,*,13,9,84,0,*,,0,0,*,*,6,7,*,6,41,43,0,0,*,0,54,57,,111,19,43
11,64,Hartford School District,15,Parkville Community School,1,112,103,*,*,13,9,84,0,*,,0,*,*,0,*,8,*,*,43,41,0,0,*,*,57,55,,112,10,33
11,64,Hartford School District,15,Parkville Community School,2,88,83,0,*,10,*,66,0,*,,0,0,*,*,*,*,*,*,34,32,0,0,*,*,44,44,,88,14,21
11,64,Hartford School District,15,Parkville Community School,3,59,58,0,*,11,*,45,0,*,,0,0,*,0,6,*,0,*,25,20,0,0,0,*,32,27,,59,*,9
11,64,Hartford School District,15,Parkville Community School,4,74,68,0,*,11,6,54,0,0,,0,0,*,*,*,8,*,*,24,30,0,0,0,0,32,42,,74,13,16
11,64,Hartford School District,15,Parkville Community School,5,54,50,0,*,10,*,39,0,0,,0,0,0,*,*,7,*,*,19,20,0,0,0,0,23,31,,54,9,6
11,64,Hartford School District,16,M. L. King School,-3,40,40,0,0,23,0,17,0,0,,0,0,0,0,14,9,0,0,8,9,0,0,0,0,22,18,,40,13,0
11,64,Hartford School District,16,M. L. King School,0,36,36,0,*,26,0,7,0,*,,0,0,*,0,15,11,0,0,*,*,0,0,*,*,21,15,,36,*,*
11,64,Hartford School District,16,M. L. King School,1,44,44,0,*,31,0,8,0,*,,0,0,*,0,16,15,0,0,*,*,0,0,*,*,24,20,,44,*,*
